link,title,num,letter,hydrogel,sentence,figure,SEM
https://pubs.acs.org/doi/10.1021/acsami.7b00221,In Situ-Forming Polyamidoamine Dendrimer Hydrogels with Tunable Properties Prepared via Aza-Michael Addition Reaction,Figure 6,B,DH-G5-0.5%;, SEM micrograph of DH-G5-0.5%; ,"=HYPERLINK(""sem/10.1021_acsami.7b00221\am-2017-002216_0006.jpeg"",""sem/10.1021_acsami.7b00221\am-2017-002216_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.7b00221\SEM"",""sem/10.1021_acsami.7b00221\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.7b00221,In Situ-Forming Polyamidoamine Dendrimer Hydrogels with Tunable Properties Prepared via Aza-Michael Addition Reaction,Figure 6,C,5-FU DH-G5–0.5% PBS pH 7.4 3 37 °C;, cumulative release of 5-FU from DH-G5–0.5% in PBS buffer pH = 7.4 n = 3 at 37 °C; ,"=HYPERLINK(""sem/10.1021_acsami.7b00221\am-2017-002216_0006.jpeg"",""sem/10.1021_acsami.7b00221\am-2017-002216_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.7b00221\SEM"",""sem/10.1021_acsami.7b00221\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.7b00221,In Situ-Forming Polyamidoamine Dendrimer Hydrogels with Tunable Properties Prepared via Aza-Michael Addition Reaction,Figure 6,D,DH-G5-0.5% 6., cytotoxicity assay of DH-G5-0.5% n = 6.,"=HYPERLINK(""sem/10.1021_acsami.7b00221\am-2017-002216_0006.jpeg"",""sem/10.1021_acsami.7b00221\am-2017-002216_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.7b00221\SEM"",""sem/10.1021_acsami.7b00221\SEM"")"
https://pubs.acs.org/doi/10.1021/sc500154t,Strong Collagen Hydrogels by Oxidized Dextran Modification,Figure 2,a,Col/DAD, and Col/DAD hydrogel ,"=HYPERLINK(""sem/10.1021_sc500154t\sc-2014-00154t_0003.jpeg"",""sem/10.1021_sc500154t\sc-2014-00154t_0003.jpeg"")","=HYPERLINK(""sem/10.1021_sc500154t\SEM"",""sem/10.1021_sc500154t\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.1c08421,Polyacrylamide/Chitosan-Based Conductive Double Network Hydrogels with Outstanding Electrical and Mechanical Performance at Low Temperatures,Figure 1,b1,PCPC,", the PCPC hydrogel ","=HYPERLINK(""sem/10.1021_acsami.1c08421\am1c08421_0002.jpeg"",""sem/10.1021_acsami.1c08421\am1c08421_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.1c08421\SEM"",""sem/10.1021_acsami.1c08421\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.1c08421,Polyacrylamide/Chitosan-Based Conductive Double Network Hydrogels with Outstanding Electrical and Mechanical Performance at Low Temperatures,Figure 1,b2,PCPD, and the PCPD hydrogel ,"=HYPERLINK(""sem/10.1021_acsami.1c08421\am1c08421_0002.jpeg"",""sem/10.1021_acsami.1c08421\am1c08421_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.1c08421\SEM"",""sem/10.1021_acsami.1c08421\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.1c08421,Polyacrylamide/Chitosan-Based Conductive Double Network Hydrogels with Outstanding Electrical and Mechanical Performance at Low Temperatures,Figure 2,g1,5,", 5 v/v% ","=HYPERLINK(""sem/10.1021_acsami.1c08421\am1c08421_0003.jpeg"",""sem/10.1021_acsami.1c08421\am1c08421_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.1c08421\SEM"",""sem/10.1021_acsami.1c08421\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.1c08421,Polyacrylamide/Chitosan-Based Conductive Double Network Hydrogels with Outstanding Electrical and Mechanical Performance at Low Temperatures,Figure 2,g2,7.5,", and 7.5 v/v% ","=HYPERLINK(""sem/10.1021_acsami.1c08421\am1c08421_0003.jpeg"",""sem/10.1021_acsami.1c08421\am1c08421_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.1c08421\SEM"",""sem/10.1021_acsami.1c08421\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.1c08421,Polyacrylamide/Chitosan-Based Conductive Double Network Hydrogels with Outstanding Electrical and Mechanical Performance at Low Temperatures,Figure 2,g3,ANI, ANI hydrogels.,"=HYPERLINK(""sem/10.1021_acsami.1c08421\am1c08421_0003.jpeg"",""sem/10.1021_acsami.1c08421\am1c08421_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.1c08421\SEM"",""sem/10.1021_acsami.1c08421\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.1c08421,Polyacrylamide/Chitosan-Based Conductive Double Network Hydrogels with Outstanding Electrical and Mechanical Performance at Low Temperatures,Figure 2,h3,CS, CS hydrogels.,"=HYPERLINK(""sem/10.1021_acsami.1c08421\am1c08421_0003.jpeg"",""sem/10.1021_acsami.1c08421\am1c08421_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.1c08421\SEM"",""sem/10.1021_acsami.1c08421\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.8b00232,Multiple Physical Cross-Linker Strategy To Achieve Mechanically Tough and Reversible Properties of Double-Network Hydrogels in Bulk and on Surfaces,Figure 1,b,FTIR," FTIR spectra, SEM cross-sectional ","=HYPERLINK(""sem/10.1021_acsapm.8b00232\ap-2018-00232a_0001.jpeg"",""sem/10.1021_acsapm.8b00232\ap-2018-00232a_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.8b00232\SEM"",""sem/10.1021_acsapm.8b00232\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.8b00232,Multiple Physical Cross-Linker Strategy To Achieve Mechanically Tough and Reversible Properties of Double-Network Hydrogels in Bulk and on Surfaces,Figure 1,"c2, d2, e2","SN, pAAEE SN, Agar/pAAEE DN"," images of Agar SN, pAAEE SN, and Agar/pAAEE DN hydrogel.","=HYPERLINK(""sem/10.1021_acsapm.8b00232\ap-2018-00232a_0001.jpeg"",""sem/10.1021_acsapm.8b00232\ap-2018-00232a_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.8b00232\SEM"",""sem/10.1021_acsapm.8b00232\SEM"")"
https://pubs.acs.org/doi/10.1021/acsbiomaterials.7b00353,Rational Design and Hierarchical Assembly of a Genetically Engineered Resilin–Silk Copolymer Results in Stiff Hydrogels,Figure 6,C,12, 12 h.,"=HYPERLINK(""sem/10.1021_acsbiomaterials.7b00353\ab-2017-00353v_0006.jpeg"",""sem/10.1021_acsbiomaterials.7b00353\ab-2017-00353v_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acsbiomaterials.7b00353\SEM"",""sem/10.1021_acsbiomaterials.7b00353\SEM"")"
https://pubs.acs.org/doi/10.1021/acsbiomaterials.1c00187,Antimicrobial d-Peptide Hydrogels,Figure 6,A,KKd-11 KK-11," SEM images of the surfaces of silicon wafers modified with KKd-11 and KK-11 hydrogels, respectively.","=HYPERLINK(""sem/10.1021_acsbiomaterials.1c00187\ab1c00187_0007.jpeg"",""sem/10.1021_acsbiomaterials.1c00187\ab1c00187_0007.jpeg"")","=HYPERLINK(""sem/10.1021_acsbiomaterials.1c00187\SEM"",""sem/10.1021_acsbiomaterials.1c00187\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.5b01463,Robust Protein Hydrogels from Silkworm Silk,Figure 2,A,RSF/SDS," RSF/SDS hydrogel, ","=HYPERLINK(""sem/10.1021_acssuschemeng.5b01463\sc-2015-01463h_0006.jpeg"",""sem/10.1021_acssuschemeng.5b01463\sc-2015-01463h_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.5b01463\SEM"",""sem/10.1021_acssuschemeng.5b01463\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.5b01463,Robust Protein Hydrogels from Silkworm Silk,Figure 2,B,RSF," naturally formed RSF hydrogel, ","=HYPERLINK(""sem/10.1021_acssuschemeng.5b01463\sc-2015-01463h_0006.jpeg"",""sem/10.1021_acssuschemeng.5b01463\sc-2015-01463h_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.5b01463\SEM"",""sem/10.1021_acssuschemeng.5b01463\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.5b01463,Robust Protein Hydrogels from Silkworm Silk,Figure 2,C,RSF, ethanol induced RSF hydrogel.,"=HYPERLINK(""sem/10.1021_acssuschemeng.5b01463\sc-2015-01463h_0006.jpeg"",""sem/10.1021_acssuschemeng.5b01463\sc-2015-01463h_0006.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.5b01463\SEM"",""sem/10.1021_acssuschemeng.5b01463\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.7b02850,Supramolecular Hydrogels Fabricated from Supramonomers: A Novel Wound Dressing Material,Figure 1,b,1.4, SEM images for 1.4 M gel ,"=HYPERLINK(""sem/10.1021_acsami.7b02850\am-2017-02850t_0001.jpeg"",""sem/10.1021_acsami.7b02850\am-2017-02850t_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.7b02850\SEM"",""sem/10.1021_acsami.7b02850\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.jafc.8b05147,"A Dual Cross-Linked Strategy to Construct Moldable Hydrogels with High Stretchability, Good Self-Recovery, and Self-Healing Capability",Figure 1,c,"CS,"," CS, ","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"",""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\SEM"",""sem/10.1021_acs.jafc.8b05147\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.jafc.8b05147,"A Dual Cross-Linked Strategy to Construct Moldable Hydrogels with High Stretchability, Good Self-Recovery, and Self-Healing Capability",Figure 1,d,"CS/B,"," CS/B, ","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"",""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\SEM"",""sem/10.1021_acs.jafc.8b05147\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.jafc.8b05147,"A Dual Cross-Linked Strategy to Construct Moldable Hydrogels with High Stretchability, Good Self-Recovery, and Self-Healing Capability",Figure 1,e,"PVA,"," PVA, ","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"",""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\SEM"",""sem/10.1021_acs.jafc.8b05147\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.jafc.8b05147,"A Dual Cross-Linked Strategy to Construct Moldable Hydrogels with High Stretchability, Good Self-Recovery, and Self-Healing Capability",Figure 1,f,"PVA/B,"," PVA/B, ","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"",""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\SEM"",""sem/10.1021_acs.jafc.8b05147\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.jafc.8b05147,"A Dual Cross-Linked Strategy to Construct Moldable Hydrogels with High Stretchability, Good Self-Recovery, and Self-Healing Capability",Figure 1,g,"CS/PVA,"," CS/PVA, and ","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"",""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\SEM"",""sem/10.1021_acs.jafc.8b05147\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.jafc.8b05147,"A Dual Cross-Linked Strategy to Construct Moldable Hydrogels with High Stretchability, Good Self-Recovery, and Self-Healing Capability",Figure 1,h,CS/PVA/B, CS/PVA/B hydrogels.,"=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"",""sem/10.1021_acs.jafc.8b05147\jf-2018-051475_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acs.jafc.8b05147\SEM"",""sem/10.1021_acs.jafc.8b05147\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b04424,Injectable and pH-Responsive Silk Nanofiber Hydrogels for Sustained Anticancer Drug Delivery,S2.,b,DOX-loaded, DOX-loaded silk   nanofiber hydrogels.,"=HYPERLINK(""sem/10.1021_acsami.6b04424\supp_1.jpg"",""sem/10.1021_acsami.6b04424\supp_1.jpg"")","=HYPERLINK(""sem/10.1021_acsami.6b04424\SEM"",""sem/10.1021_acsami.6b04424\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b14879,Self-Standing Carbon Nitride-Based Hydrogels with High Photocatalytic Activity,Figure 1,"b, c",ref.-G," Cryo-SEM images of ref.-G hydrogels formed via conventional photoinitiator without carbon nitride incorporation, inset is the digital photo of untreated ref.-G. ","=HYPERLINK(""sem/10.1021_acsami.6b14879\am-2016-148796_0001.jpeg"",""sem/10.1021_acsami.6b14879\am-2016-148796_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.6b14879\SEM"",""sem/10.1021_acsami.6b14879\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b14879,Self-Standing Carbon Nitride-Based Hydrogels with High Photocatalytic Activity,Figure 1,"d, e","CNB-G 0.03 CNB, CNB-G."," Cryo-SEM images of CNB-G with 0.03 wt % CNB, inset is the digital photo of untreated CNB-G.","=HYPERLINK(""sem/10.1021_acsami.6b14879\am-2016-148796_0001.jpeg"",""sem/10.1021_acsami.6b14879\am-2016-148796_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.6b14879\SEM"",""sem/10.1021_acsami.6b14879\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b14879,Self-Standing Carbon Nitride-Based Hydrogels with High Photocatalytic Activity,S7.,a,"

Bulk-G",",   Bulk-G ","=HYPERLINK(""sem/10.1021_acsami.6b14879\supp_7.jpg"",""sem/10.1021_acsami.6b14879\supp_7.jpg"")","=HYPERLINK(""sem/10.1021_acsami.6b14879\SEM"",""sem/10.1021_acsami.6b14879\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b14879,Self-Standing Carbon Nitride-Based Hydrogels with High Photocatalytic Activity,S7.,b,CNB-G, and CNB-G ,"=HYPERLINK(""sem/10.1021_acsami.6b14879\supp_7.jpg"",""sem/10.1021_acsami.6b14879\supp_7.jpg"")","=HYPERLINK(""sem/10.1021_acsami.6b14879\SEM"",""sem/10.1021_acsami.6b14879\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.5b05287,Gelatin Effects on the Physicochemical and Hemocompatible Properties of Gelatin/PAAm/Laponite Nanocomposite Hydrogels,Figure 3,a,"L2G0,"," L2G0, ","=HYPERLINK(""sem/10.1021_acsami.5b05287\am-2015-052878_0011.jpeg"",""sem/10.1021_acsami.5b05287\am-2015-052878_0011.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.5b05287\SEM"",""sem/10.1021_acsami.5b05287\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.5b05287,Gelatin Effects on the Physicochemical and Hemocompatible Properties of Gelatin/PAAm/Laponite Nanocomposite Hydrogels,Figure 3,b,"L2G1,"," L2G1, ","=HYPERLINK(""sem/10.1021_acsami.5b05287\am-2015-052878_0011.jpeg"",""sem/10.1021_acsami.5b05287\am-2015-052878_0011.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.5b05287\SEM"",""sem/10.1021_acsami.5b05287\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.5b05287,Gelatin Effects on the Physicochemical and Hemocompatible Properties of Gelatin/PAAm/Laponite Nanocomposite Hydrogels,Figure 3,c,"L2G2,"," L2G2, ","=HYPERLINK(""sem/10.1021_acsami.5b05287\am-2015-052878_0011.jpeg"",""sem/10.1021_acsami.5b05287\am-2015-052878_0011.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.5b05287\SEM"",""sem/10.1021_acsami.5b05287\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.5b05287,Gelatin Effects on the Physicochemical and Hemocompatible Properties of Gelatin/PAAm/Laponite Nanocomposite Hydrogels,Figure 3,d,"L1G2,"," L1G2, and ","=HYPERLINK(""sem/10.1021_acsami.5b05287\am-2015-052878_0011.jpeg"",""sem/10.1021_acsami.5b05287\am-2015-052878_0011.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.5b05287\SEM"",""sem/10.1021_acsami.5b05287\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.5b05287,Gelatin Effects on the Physicochemical and Hemocompatible Properties of Gelatin/PAAm/Laponite Nanocomposite Hydrogels,Figure 3,e,L0G2., L0G2.,"=HYPERLINK(""sem/10.1021_acsami.5b05287\am-2015-052878_0011.jpeg"",""sem/10.1021_acsami.5b05287\am-2015-052878_0011.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.5b05287\SEM"",""sem/10.1021_acsami.5b05287\SEM"")"
https://pubs.acs.org/doi/10.1021/cm4025827,Thermoresponsive Composite Hydrogels with Aligned Macroporous Structure by Ice-Templated Assembly,Figure 2,c,"1 °C/min,"," 1 °C/min, or ","=HYPERLINK(""sem/10.1021_cm4025827\cm-2013-025827_0003.jpeg"",""sem/10.1021_cm4025827\cm-2013-025827_0003.jpeg"")","=HYPERLINK(""sem/10.1021_cm4025827\SEM"",""sem/10.1021_cm4025827\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.0c01633,Enhancement of Antibacterial and Mechanical Properties of Photocurable ε-Poly-l-lysine Hydrogels by Tannic Acid Treatment,Figure 4,A–D,EPLMA, Cross-sectional SEM image of EPLMA hydrogels with different TA contents.,"=HYPERLINK(""sem/10.1021_acsabm.0c01633\mt0c01633_0005.jpeg"",""sem/10.1021_acsabm.0c01633\mt0c01633_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.0c01633\SEM"",""sem/10.1021_acsabm.0c01633\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.0c01633,Enhancement of Antibacterial and Mechanical Properties of Photocurable ε-Poly-l-lysine Hydrogels by Tannic Acid Treatment,Figure 8,SEM image of the bacterial morphology bar: 2 μm and 400 nm,Live/Dead 100 EPLMA–TA, and Live/Dead staining bar: 100 μm of S. aureus and E. coli on EPLMA–TA hydrogels.,"=HYPERLINK(""sem/10.1021_acsabm.0c01633\mt0c01633_0009.jpeg"",""sem/10.1021_acsabm.0c01633\mt0c01633_0009.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.0c01633\SEM"",""sem/10.1021_acsabm.0c01633\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b01689,Inter-Backbone Charge Transfer as Prerequisite for Long-Range Conductivity in Perylene Bisimide Hydrogels,Figure 4,a,AFM," Schematic representation of the experimental setup together with AFM and SEM images of the dried hydrogel, confirming the ribbon-like nature of the hydrogel also in the dried state.","=HYPERLINK(""sem/10.1021_acsnano.8b01689\nn-2018-01689f_0004.jpeg"",""sem/10.1021_acsnano.8b01689\nn-2018-01689f_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.8b01689\SEM"",""sem/10.1021_acsnano.8b01689\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,A,"2-5-0.2%-Zn2+-50 mM,"," 2-5-0.2%-Zn2+-50 mM, ","=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,B,"2-5-0.3%-Zn2+-50 mM,"," 2-5-0.3%-Zn2+-50 mM, ","=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,C,"2-5-0.4%-Zn2+-50 mM,"," 2-5-0.4%-Zn2+-50 mM, ","=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,D,"2-5-0.3%-Zn2+-10 mM,"," 2-5-0.3%-Zn2+-10 mM, ","=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,E,"2-5-0.3%-Zn2+-30 mM,"," 2-5-0.3%-Zn2+-30 mM, ","=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,F,"2-5-0.3%-Zn2+-70 mM,"," 2-5-0.3%-Zn2+-70 mM, ","=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,G,"2-5-0.3%-Zn2+-90 mM,"," 2-5-0.3%-Zn2+-90 mM, ","=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,H,"2-5-0.3%-Cu2+-50 mM,"," 2-5-0.3%-Cu2+-50 mM, ","=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,I,"2-5-0.3%-Co2+-50 mM,"," 2-5-0.3%-Co2+-50 mM, ","=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,J,"2-5-0.3%-Ni2+-50 mM,"," 2-5-0.3%-Ni2+-50 mM, and ","=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.9b00490,Multiple Cross-Linking-Dominated Metal–Ligand Coordinated Hydrogels with Tunable Strength and Thermosensitivity,Figure 4,K,2-5-0.3%-H2O., 2-5-0.3%-H2O.,"=HYPERLINK(""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"",""sem/10.1021_acsapm.9b00490\ap9b00490_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.9b00490\SEM"",""sem/10.1021_acsapm.9b00490\SEM"")"
https://pubs.acs.org/doi/10.1021/acsbiomaterials.0c00295,Control of Matrix Stiffness Using Methacrylate–Gelatin Hydrogels for a Macrophage-Mediated Inflammatory Response,Figure 2,A,GelMA, SEM images of GelMA hydrogels of different stiffnesses scale bar = 100 μm.,"=HYPERLINK(""sem/10.1021_acsbiomaterials.0c00295\ab0c00295_0004.jpeg"",""sem/10.1021_acsbiomaterials.0c00295\ab0c00295_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsbiomaterials.0c00295\SEM"",""sem/10.1021_acsbiomaterials.0c00295\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.7b03158,"Temperature and pH Responsive Hydrogels Using Methacrylated Lignosulfonate Cross-Linker: Synthesis, Characterization, and Properties",Figure 5,a,"LNIH-3.7%,"," LNIH-3.7%, ","=HYPERLINK(""sem/10.1021_acssuschemeng.7b03158\sc-2017-03158z_0005.jpeg"",""sem/10.1021_acssuschemeng.7b03158\sc-2017-03158z_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.7b03158\SEM"",""sem/10.1021_acssuschemeng.7b03158\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.7b03158,"Temperature and pH Responsive Hydrogels Using Methacrylated Lignosulfonate Cross-Linker: Synthesis, Characterization, and Properties",Figure 5,b,"LNIH-5.7%,"," LNIH-5.7%, ","=HYPERLINK(""sem/10.1021_acssuschemeng.7b03158\sc-2017-03158z_0005.jpeg"",""sem/10.1021_acssuschemeng.7b03158\sc-2017-03158z_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.7b03158\SEM"",""sem/10.1021_acssuschemeng.7b03158\SEM"")"
https://pubs.acs.org/doi/10.1021/acssuschemeng.7b03158,"Temperature and pH Responsive Hydrogels Using Methacrylated Lignosulfonate Cross-Linker: Synthesis, Characterization, and Properties",Figure 5,c,"LNIH-6.9%,"," LNIH-6.9%, ","=HYPERLINK(""sem/10.1021_acssuschemeng.7b03158\sc-2017-03158z_0005.jpeg"",""sem/10.1021_acssuschemeng.7b03158\sc-2017-03158z_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acssuschemeng.7b03158\SEM"",""sem/10.1021_acssuschemeng.7b03158\SEM"")"
