link,title,gel,modulus,sentence,measurement
https://pubs.acs.org/doi/10.1021/acsami.7b04552,Novel Biocompatible Thermoresponsive Poly(N-vinyl Caprolactam)/Clay Nanocomposite Hydrogels with Macroporous Structure and Improved Mechanical Characteristics,,modulus,"Figure 3. (a, b) Stress–strain curves, (c, d) Young’s modulus, and (e, f) toughness of the as-prepared PVCL-Clay nanocomposite hydrogels with (a, c, e) different clay contents or (b, d, f) different VCL contents.","=HYPERLINK(""sem/10.1021_acsami.7b04552\am-2017-04552w_0003.jpeg"",""sem/10.1021_acsami.7b04552\am-2017-04552w_0003.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.7b04552,Novel Biocompatible Thermoresponsive Poly(N-vinyl Caprolactam)/Clay Nanocomposite Hydrogels with Macroporous Structure and Improved Mechanical Characteristics,"., ., a, ., .",tensile,"S4. Optical images of the tensile test on the as-prepared PVCL2.5-Clay0.18 hydrogel.    (a) At the beginning stage of pulling, (b) During the pulling process of the sample.  Scare bar   is 1.5 cm.       ","=HYPERLINK(""sem/10.1021_acsami.7b04552\supp_4.jpg"",""sem/10.1021_acsami.7b04552\supp_4.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.7b04552,Novel Biocompatible Thermoresponsive Poly(N-vinyl Caprolactam)/Clay Nanocomposite Hydrogels with Macroporous Structure and Improved Mechanical Characteristics,"., ., .","modulus, elastic",S5. Mechanical rheological characteristics of the as-prepared PVCL-Clay   nanocomposite hydrogels at room temperature.  G’ (filled icon) and G” (unfilled icon)   represents the elastic modulus and viscous modulus respectively.    ,"=HYPERLINK(""sem/10.1021_acsami.7b04552\supp_5.jpg"",""sem/10.1021_acsami.7b04552\supp_5.jpg"")"
https://pubs.acs.org/doi/10.1021/acsabm.8b00189,"Injectable Hybrid Hydrogels, with Cell-Responsive Degradation, for Tumor Resection",,"rheology, modulus, storage, shear",Figure 5. Shear storage modulus (G′) and shear loss modulus (G′′) of dPAA hydrogel as measured by oscillatory shear rheology (a). dPAA mechanical degradation upon GSH incubation. Lines are only eye-guides for better visualization (b).,"=HYPERLINK(""sem/10.1021_acsabm.8b00189\mt-2018-001895_0005.jpeg"",""sem/10.1021_acsabm.8b00189\mt-2018-001895_0005.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsabm.8b00189,"Injectable Hybrid Hydrogels, with Cell-Responsive Degradation, for Tumor Resection",dPAA,shear,"Specifically, dPAA is a quite soft hydrogel characterized by a shear modulus ∼6 kPa, in agreement with other injectable hydrogels for drug delivery, allowing their mechanical properties to be matched with different soft tissues in the human body.",∼6kPa
https://pubs.acs.org/doi/10.1021/acsabm.8b00189,"Injectable Hybrid Hydrogels, with Cell-Responsive Degradation, for Tumor Resection",dPAA,shear,"The soft character of dPAA is particularly evident as regards the relative high fluidity of the hybrid hydrogel, characterized by a small value of the loss modulus G′′ ≈ 100 Pa.",100Pa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,"SF-S, SF-D, SF-S, SF-D, SF-E, ,, ,, ,, D, ,, ,, ,, ,, D, ,, SF-S, kGy-SF-S, E, F, ,, ,, ,, E, ,, F, ,, ,, ,, ,, ,, SF-D, kGy-SF-D, SF-S, G, SF, SF-D, ,, ,","modulus, storage, tensile","Figure 4. Mechanical properties of SF-S and SF-D hydrogels. (A) Typical compression stress–strain curves of different SF-S hydrogels. Typical compression (B) and tensile (C) stress–strain curves of different SF-D and SF-E hydrogels. Cyclic compression experiments of 5 cycles under compressing to the different strain levels of 20%, 40%, 60%, and 80% (D) and self-recovery experiments of loading–unloading under compressing to the different strain levels of 10%, 20%, 40%, 60%, and 80% (D, top left) of the representative SF-S hydrogel (135 kGy-SF-S hydrogel). Cyclic mechanical experiments of 5 cycles under compressing (E) and tensioning (F) to the different strain levels of 20%, 40%, 60%, and 80% and self-recovery experiments of loading–unloading under compressing (E, top left) and tensioning (F, top left) to the different strain levels of 10%, 20%, 40%, 60%, and 80% of the representative SF-D hydrogel (135 kGy-SF-D hydrogel). Dynamic oscillation time scanning test of different SF-S hydrogels (G) and statistical results of the storage modulus (G′) and loss modulus (G″) (I) (n = 3). Statistical results of the compression modulus (H) and tensile modulus (J) of different SF hydrogels (n = 5). (K) Digital photos showed the abilities of withstanding high-strength bending and twisting of the SF-D hydrogel (scale bar: 10 mm). Statistical significant differences are shown by * (P < 0.05), * * (P < 0.01), and * * * (P < 0.001).","=HYPERLINK(""sem/10.1021_acsabm.9b01062\mt9b01062_0004.jpeg"",""sem/10.1021_acsabm.9b01062\mt9b01062_0004.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,",",storage,"Besides, the elasticity modulus of SF-S hydrogel was similar to the natural soft tissue modulus, such as brain tissue (0.1–1 kPa) and muscle tissue (8–17 kPa) moduli.",0.1–1kPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,SF-S,storage,"Besides, the elasticity modulus of SF-S hydrogel was similar to the natural soft tissue modulus, such as brain tissue (0.1–1 kPa) and muscle tissue (8–17 kPa) moduli.",8–17kPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,",",tensile,"Correspondingly, the results of the compression modulus (Figure 4H) and tensile modulus (Figure 4J) of SF-D hydrogels showed that the highest values were up to 2.41 ± 0.232 and 6.69 ± 1.015 MPa (135 kGy-SF-D hydrogel), which were tens to hundreds of times higher than that of conventional hydrogels (0.01 ± 0.1 MPa).",2.41±0.232and6.69±1.015MPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,SF-D,tensile,"Correspondingly, the results of the compression modulus (Figure 4H) and tensile modulus (Figure 4J) of SF-D hydrogels showed that the highest values were up to 2.41 ± 0.232 and 6.69 ± 1.015 MPa (135 kGy-SF-D hydrogel), which were tens to hundreds of times higher than that of conventional hydrogels (0.01 ± 0.1 MPa).",0.01±0.1MPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,",",elastic,"(36) These elastic modulus ranges already contained the natural cartilage tissue modulus (0.45–0.8 MPa) and natural meniscus tissue modulus (0.09–0.23 MPa), (58) and thus, the SF-D hydrogel could be considered as a load-bearing tissue engineering scaffold material.",0.45–0.8MPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,",",elastic,"(36) These elastic modulus ranges already contained the natural cartilage tissue modulus (0.45–0.8 MPa) and natural meniscus tissue modulus (0.09–0.23 MPa), (58) and thus, the SF-D hydrogel could be considered as a load-bearing tissue engineering scaffold material.",0.09–0.23MPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,",",elastic,"They either have higher elastic modulus with lower strains, such as the harder native or cross-linked collagen (elastic modulus >300 MPa, fracture strain <20%), or have strong ductility with limited elastic modulus, such as alginate (elastic modulus <0.1 MPa, fracture strain value >40%), elastin (elastic modulus <1 MPa, fracture strain value >70%), and double-network hydrogels (elastic modulus <0.3 MPa, fracture strain >100%).",300MPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,",",elastic,"They either have higher elastic modulus with lower strains, such as the harder native or cross-linked collagen (elastic modulus >300 MPa, fracture strain <20%), or have strong ductility with limited elastic modulus, such as alginate (elastic modulus <0.1 MPa, fracture strain value >40%), elastin (elastic modulus <1 MPa, fracture strain value >70%), and double-network hydrogels (elastic modulus <0.3 MPa, fracture strain >100%).",0.1MPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,",",elastic,"They either have higher elastic modulus with lower strains, such as the harder native or cross-linked collagen (elastic modulus >300 MPa, fracture strain <20%), or have strong ductility with limited elastic modulus, such as alginate (elastic modulus <0.1 MPa, fracture strain value >40%), elastin (elastic modulus <1 MPa, fracture strain value >70%), and double-network hydrogels (elastic modulus <0.3 MPa, fracture strain >100%).",1MPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,",",elastic,"They either have higher elastic modulus with lower strains, such as the harder native or cross-linked collagen (elastic modulus >300 MPa, fracture strain <20%), or have strong ductility with limited elastic modulus, such as alginate (elastic modulus <0.1 MPa, fracture strain value >40%), elastin (elastic modulus <1 MPa, fracture strain value >70%), and double-network hydrogels (elastic modulus <0.3 MPa, fracture strain >100%).",0.3MPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,",",young’s,"Thus, the new SF hydrogels have excellent mechanical properties and tunable Young’s modulus, which can achieve the mechanical distribution of <29 kPa or 1.21–2.41 MPa (even higher).",29kPa
https://pubs.acs.org/doi/10.1021/acsabm.9b01062,Investigation on the Structure and Mechanical Properties of Highly Tunable Elastomeric Silk Fibroin Hydrogels Cross-Linked by γ-Ray Radiation,SF,young’s,"Thus, the new SF hydrogels have excellent mechanical properties and tunable Young’s modulus, which can achieve the mechanical distribution of <29 kPa or 1.21–2.41 MPa (even higher).",1.21–2.41MPa
https://pubs.acs.org/doi/10.1021/acsabm.8b00674,O/W Pickering Emulsion Templated Organo-hydrogels with Enhanced Mechanical Strength and Energy Storage Capacity,,"modulus, shear","Figure 5. (a) Viscosity versus shear rate for the emulsion stabilized by BCNs/SA dispersions with BCNs concentration of 0.1%, 0.2%, 0.3%, 0.4%, and 0.5%.The ratio of BCNs/SA was controlled to 1:1.5 (w/w). (b) Storage modulus G′ (solid symbols) and loss modulus G″ (open symbols) versus angular frequency of emulsions.","=HYPERLINK(""sem/10.1021_acsabm.8b00674\mt-2018-006746_0005.jpeg"",""sem/10.1021_acsabm.8b00674\mt-2018-006746_0005.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsabm.8b00674,O/W Pickering Emulsion Templated Organo-hydrogels with Enhanced Mechanical Strength and Energy Storage Capacity,,"modulus, compressive","Figure 8. Compressive stress–strain curves of (a) 10 v% oil in water emulsion hydrogels stabilized by BCNs/SA with BCNs concentration of 0.3 wt %, and treated with Ca2+ concentrations of 10 mM, 50 mM, 100 mM); (b) 10 v% oil in water emulsion hydrogels stabilized by BCNs/SA with BCNs concentration of 0.3 wt %, 0.4 wt %, 0.5 wt %, and treated with 50 mM Ca2+; (c) emulsion hydrogels stabilized by BCNs/SA with BCNs concentration of 0.3 wt % and treated with 50 mM Ca2+, the oil fraction was 10%, 20% and 30%, respectively. a′, b′, and c′ were for the corresponding compressive modulus at a strain of 50%. The ratio of BCNs/SA was controlled to 1:1.5 (w/w).","=HYPERLINK(""sem/10.1021_acsabm.8b00674\mt-2018-006746_0008.jpeg"",""sem/10.1021_acsabm.8b00674\mt-2018-006746_0008.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsabm.8b00674,O/W Pickering Emulsion Templated Organo-hydrogels with Enhanced Mechanical Strength and Energy Storage Capacity,"BCNs, BCNs, s",shear,S-1. The viscosity versus shear rate for BCNs aqueous dispersions with solid   content of 0.25%.    0.1 1 10 100  0  10  20  30  40  50   0.25% BCNs   V is  c o  s it  y  (  P a s )  Shear rate 1/s    ,"=HYPERLINK(""sem/10.1021_acsabm.8b00674\supp_1.jpg"",""sem/10.1021_acsabm.8b00674\supp_1.jpg"")"
https://pubs.acs.org/doi/10.1021/acsabm.8b00674,O/W Pickering Emulsion Templated Organo-hydrogels with Enhanced Mechanical Strength and Energy Storage Capacity,"BCNs, s","modulus, storage, shear","S-5. The viscosity versus shear rate for the emulsion containing 10 v% oil   phase stabilized by BCNs with concentration of 0.1%, 0.2%, 0.3%, 0.4% and 0.5%,   respectively (a). The storage modulus G' (solid symbols) and loss modulus G"" (open   symbols) versus angular frequency of emulsions (b).     0.1 1 10 100 10  -2  10 -1  10 0  10 1  10 2  10 3  10 4  G '/ G  ''  (  P a  )  Frequency (Hz)   0.1%    0.1%   0.2%    0.2%   0.3%    0.3%   0.4%    0.4%   0.5%    0.5%  b  0.1 1 10 100 10  -2  10 -1  10 0  10 1  10 2  10 3  V is  c o  s it  y  (  P a  .s )  Shear rate (1/s)   0.1%   0.2%   0.3%   0.4%   0.5%  a   ","=HYPERLINK(""sem/10.1021_acsabm.8b00674\supp_5.jpg"",""sem/10.1021_acsabm.8b00674\supp_5.jpg"")"
https://pubs.acs.org/doi/10.1021/acsabm.8b00674,O/W Pickering Emulsion Templated Organo-hydrogels with Enhanced Mechanical Strength and Energy Storage Capacity,"BCNs, BCNs/SA, BCNs, BCNs, BCNs/SA, BCNs/SA",storage,"S-6. Digital photos of emulsions stabilized by BCNs and BCNs/SA with   different concentration and storage time, and the BCNs concentration of pure BCNs   or BCNs/SA was 0.1%, 0.2%, 0.3%, 0.4% and 0.5%, the ratio of BCNs/SA was   controlled to 1:1.5 (w/w) for the mixtures.      ","=HYPERLINK(""sem/10.1021_acsabm.8b00674\supp_6.jpg"",""sem/10.1021_acsabm.8b00674\supp_6.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.iecr.9b04947,Recognition of Different Rough Surface Based Highly Sensitive Silver Nanowire-Graphene Flexible Hydrogel Skin,,tensile,"S2 (a) Photographs of the tensile tests of the hydrogel skin (b) The Stress-strain curves of   the hydrogel skin  Since the hydrogel skin needs to be in close contact with the body (finger, skin   and joints), this requires that the surface of the hydrogel skin changes with the   movement of the human body. It can be seen from the physical image (Fig. S1a) of   the hydrogel skin tensile test that the prepared hydrogel material has good tensile    ","=HYPERLINK(""sem/10.1021_acs.iecr.9b04947\supp_1.jpg"",""sem/10.1021_acs.iecr.9b04947\supp_1.jpg"")"
https://pubs.acs.org/doi/10.1021/la904540x,A Smart Supramolecular Hydrogel of Nα-(4-n-Alkyloxybenzoyl)-l-histidine Exhibiting pH-Modulated Properties,"C8-OBH, pH","modulus, storage","Figure 6. Variation of storage modulus (G′) and loss modulus (G′′) with frequency (f) of hydrogel C8-OBH in pH 2.0, 8.0, and 10.0 at 298 K.","=HYPERLINK(""sem/10.1021_la904540x\la-2009-04540x_0008.jpeg"",""sem/10.1021_la904540x\la-2009-04540x_0008.jpeg"")"
https://pubs.acs.org/doi/10.1021/la904540x,A Smart Supramolecular Hydrogel of Nα-(4-n-Alkyloxybenzoyl)-l-histidine Exhibiting pH-Modulated Properties,"C8-OBH, pH","modulus, storage, shear","Figure 7. Variation of storage modulus (G′) and loss modulus (G′′) with shear stress (σ) of hydrogel C8-OBH in pH 2.0, 8.0, and 10.0 at 298 K.","=HYPERLINK(""sem/10.1021_la904540x\la-2009-04540x_0009.jpeg"",""sem/10.1021_la904540x\la-2009-04540x_0009.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsnano.0c06346,"Combined Catalysis for Engineering Bioinspired, Lignin-Based, Long-Lasting, Adhesive, Self-Mending, Antimicrobial Hydrogels","., ., A, ., ., 1.25AgNPs-PAA, ., PAA, ., PAA, ., 1.25AgNPs-PAA, ., ., ., s, N, 5, ., ., NPs, PAA, .","modulus, compressive, tensile, elastic","Figure 4. Rheological and mechanical properties of the various engineered hydrogels obtained. (A) The oscillatory stress sweep and (B) the angular frequency (ω) sweep. The orange and green areas indicate the linear viscoelastic region. (C) The lignin 1.25AgNPs-PAA hydrogel compressed to 90% of its height and immediately recovered. (D) The PAA hydrogel was destroyed by compression. (E) Representative compression stress–strain curves of the PAA hydrogel. Cyclic compression stress–strain curves of (F) the lignin 1.25AgNPs-PAA hydrogel and (G) the lignin 2.5AgNPs-PAA hydrogel. Graphs of various hydrogels showing (H) compressive strength, (I) compressive modulus, and (J) energy loss data. Graphs of tensile tests of the various hydrogels showing (K) representative tensile stress–strain curves, (L) ultimate tensile strength, and (M) elastic modulus. Values are means ± SD, generated by one-way ANOVA followed by Tukey’s multiple comparison test, N = 5. (*) p < 0.05, (***) p < 0.005, (****) p < 0.001, indicating statistically significant differences. NPs = nanoparticles; PAA = poly(acrylic acid) ; LVR = linear viscoelastic region; SD = standard deviation.","=HYPERLINK(""sem/10.1021_acsnano.0c06346\nn0c06346_0004.jpeg"",""sem/10.1021_acsnano.0c06346\nn0c06346_0004.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsnano.0c06346,"Combined Catalysis for Engineering Bioinspired, Lignin-Based, Long-Lasting, Adhesive, Self-Mending, Antimicrobial Hydrogels","5, ., ., A, ., ., ., ., A, ., ., ., s, N, 5, ., ., ., NPs, PAA, .",shear,"Figure 5. Evaluation of the self-mending and adhesion properties. (A) Images demonstrating the self-mending properties of the engineered hydrogel. After the hydrogel was cut and the pieces put back into contact, there was immediate self-mending. (B) Image demonstrating the stretchability of the engineered lignin-based hydrogel. (C) The adhesive properties of the devised hydrogels on various surfaces such as nitrile butadiene rubber (NBR), glass, polypropylene (PP), steel, and tissue (porcine skin). A standard lap shear test was employed to determine the shear and adhesive strengths. (D) Representative stress–strain curves from the lap shear test: (D1) Illustration of the adhesion tests performed by applying the hydrogel onto various surfaces and subsequently carrying out a lap shear test. (E) Graph of the average adhesion strength. Values are means ± SD, generated by one-way ANOVA followed by Tukey’s multiple comparison test, N = 5. (*) p < 0.05, (***) p < 0.005, (****) p < 0.001, indicating statistically significant differences. (F) An overview of the different chemical interactions between the devised hydrogel and various surfaces, illustrating strong adhesive properties derived from biomimicry of marine mussel-inspired catechol chemistry. NPs = nanoparticles; PAA = poly(acrylic acid); SD = standard deviation.","=HYPERLINK(""sem/10.1021_acsnano.0c06346\nn0c06346_0005.jpeg"",""sem/10.1021_acsnano.0c06346\nn0c06346_0005.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsnano.0c06346,"Combined Catalysis for Engineering Bioinspired, Lignin-Based, Long-Lasting, Adhesive, Self-Mending, Antimicrobial Hydrogels","., ., A, ., ., 5, .",elastic,S7. Experiments for the quantification of the self-mending efficiency and image   demonstrating the elasticity of the hydrogels. (A) i)‒iii) The mechanical evaluation and   quantification of the self-mended hydrogels. (B) Experiment demonstrating the elasticity of the   engineered hydrogel. The hydrogel was compressed at 37 °C for 5 minutes and then pulled apart.      ,"=HYPERLINK(""sem/10.1021_acsnano.0c06346\supp_7.jpg"",""sem/10.1021_acsnano.0c06346\supp_7.jpg"")"
https://pubs.acs.org/doi/10.1021/acsnano.0c06346,"Combined Catalysis for Engineering Bioinspired, Lignin-Based, Long-Lasting, Adhesive, Self-Mending, Antimicrobial Hydrogels","., ., A, .",shear,"S8. Illustration of the test setup to measure the adhesion of the hydrogels onto various   surfaces. (A, B) Lap shear test employed to investigate the strength of adhesion to porcine skin and   steel, using (C) glass slides or (D) steel slides.       ","=HYPERLINK(""sem/10.1021_acsnano.0c06346\supp_8.jpg"",""sem/10.1021_acsnano.0c06346\supp_8.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.9b14090,Combination of the Silver–Ethylene Interaction and 3D Printing To Develop Antibacterial Superporous Hydrogels for Wound Management,",",young’s,"The Young’s moduli of the hydrogels with and without AgNPs measured were 2.27 and 1.74 MPa, respectively.",2.27and1.74MPa
https://pubs.acs.org/doi/10.1021/acsami.8b20178,"Stimuli-Responsive Conductive Nanocomposite Hydrogels with High Stretchability, Self-Healing, Adhesiveness, and 3D Printability for Human Motion Sensing","A, C",compressive,"Figure 3. Tensile stress–strain curves of PNIPAM/L/CNT (A). Compression and relaxation curves of PNIPAM/L3/CNT (B). Rheology profiles of the PNIPAM/L3/CNT hydrogels (C). Tensile test results of the PNIPAM/L/CNT hydrogels (D). Photographs of the elongation and recovery behavior, compression (compressive strain is 70%), and recovery of the hydrogels (E).","=HYPERLINK(""sem/10.1021_acsami.8b20178\am-2018-201786_0003.jpeg"",""sem/10.1021_acsami.8b20178\am-2018-201786_0003.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.8b20178,"Stimuli-Responsive Conductive Nanocomposite Hydrogels with High Stretchability, Self-Healing, Adhesiveness, and 3D Printability for Human Motion Sensing","PNIPAM/L, A, C, PNIPAM/L",tensile,"S3. Representative tensile stress-strain curves of PNIPAM/L (A, B, C and D).   Modulus, tensile stress, elongation at break of the PNIPAM/L hydrogels (E).       ","=HYPERLINK(""sem/10.1021_acsami.8b20178\supp_3.jpg"",""sem/10.1021_acsami.8b20178\supp_3.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.8b08920,Tunable Hydrogels Derived from Genetically Engineered Extracellular Matrix Accelerate Diabetic Wound Healing,,"moduli, storage","Figure 1. Genetic manipulation permits tunability of tissue-derived hydrogels. (A) Schematic of hydrogel preparation and example macroscopic image of hydrogel. (B) Optical density during gelation and (C) the time to half gelation of 4 mg/mL hydrogels (n = 5). (D–F) Representative SEM images of (D) WT, (E) 1:1, and (F) TSP-2 KO gel show similar structures. Scale bars = 5 μm. (G) Rheology reveals overall changes in maxima and suggests tunability of mechanical properties between WT, TSP-2 KO, and a 1:1 mixture (rheological traces are given as mean ± SEM). (H) Analysis of rheological data indicates significant changes between maximum storage moduli with genotype of matrix (n = 3). Results are given as mean + SEM, *p < 0.05, **p < 0.01, ***p < 0.005.","=HYPERLINK(""sem/10.1021_acsami.8b08920\am-2018-08920k_0007.jpeg"",""sem/10.1021_acsami.8b08920\am-2018-08920k_0007.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.8b08920,Tunable Hydrogels Derived from Genetically Engineered Extracellular Matrix Accelerate Diabetic Wound Healing,"TSP-2, TSP-2, KD, D, TSP-2, KD, D, TSP-2, KD","modulus, storage","Figure 6. Hydrogels prepared from CDM exhibit similar trends to tissue-derived hydrogels. (A) Western blot reveals successful reduction of TSP-2 expression in MC3T3-E1 cells via transfection of an shRNA. (B) Western blot of pre-gel solution demonstrates that the TSP-2 KD gels exhibit a reduction in the expression of collagen type I. (C, D) Rheology shows that hydrogels prepared from MC3T3-E1 CDM exhibit similar trends to tissue-derived hydrogels, (C) with the vector control exhibiting a higher modulus than TSP-2 KD (n = 6) (rheological traces are given as mean ± SEM), with (D) quantification of the maximal storage modulus demonstrating a significant reduction in the TSP-2 KD samples. Results are given as mean + SEM, (n = 6), **p < 0.01.","=HYPERLINK(""sem/10.1021_acsami.8b08920\am-2018-08920k_0002.jpeg"",""sem/10.1021_acsami.8b08920\am-2018-08920k_0002.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsaem.8b00891,Supramolecular Hydrogels for High-Voltage and Neutral-pH Flexible Supercapacitors,"PEDOT–PVA, PEDOT–PVA, PEDOT–PVA",tensile,Figure 2. Mechanical properties of PEDOT–PVA hydrogel. (a) Photographs of a PEDOT–PVA hydrogel stripe upon repeated stretching. (b) The tensile stress–strain curve of PEDOT–PVA hydrogel.,"=HYPERLINK(""sem/10.1021_acsaem.8b00891\ae-2018-00891h_0002.jpeg"",""sem/10.1021_acsaem.8b00891\ae-2018-00891h_0002.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsaem.8b00891,Supramolecular Hydrogels for High-Voltage and Neutral-pH Flexible Supercapacitors,PEDOT–PVA,tensile,"The tensile stress–strain curve of PEDOT–PVA hydrogel (water content 64 wt %) shows a tensile strength of 0.57 MPa, a Young’s modulus of 4.85 MPa, and an elongation at break more than 400% (Figure 2b), which demonstrates that PEDOT–PVA hydrogel is a robust hydrogel.Figure 2Figure 2.",0.57MPa
https://pubs.acs.org/doi/10.1021/acsaem.8b00891,Supramolecular Hydrogels for High-Voltage and Neutral-pH Flexible Supercapacitors,PEDOT–PVA,young’s,"The tensile stress–strain curve of PEDOT–PVA hydrogel (water content 64 wt %) shows a tensile strength of 0.57 MPa, a Young’s modulus of 4.85 MPa, and an elongation at break more than 400% (Figure 2b), which demonstrates that PEDOT–PVA hydrogel is a robust hydrogel.Figure 2Figure 2.",4.85MPa
https://pubs.acs.org/doi/10.1021/acsaem.8b00891,Supramolecular Hydrogels for High-Voltage and Neutral-pH Flexible Supercapacitors,PEDOT–PVA,tensile,"The tensile stress–strain curve of PEDOT–PVA hydrogel (water content 64 wt %) shows a tensile strength of 0.57 MPa, a Young’s modulus of 4.85 MPa, and an elongation at break more than 400% (Figure 2b), which demonstrates that PEDOT–PVA hydrogel is a robust hydrogel.",0.57MPa
https://pubs.acs.org/doi/10.1021/acsaem.8b00891,Supramolecular Hydrogels for High-Voltage and Neutral-pH Flexible Supercapacitors,PEDOT–PVA,young’s,"The tensile stress–strain curve of PEDOT–PVA hydrogel (water content 64 wt %) shows a tensile strength of 0.57 MPa, a Young’s modulus of 4.85 MPa, and an elongation at break more than 400% (Figure 2b), which demonstrates that PEDOT–PVA hydrogel is a robust hydrogel.",4.85MPa
https://pubs.acs.org/doi/10.1021/acsami.8b02060,"Dually Synergetic Network Hydrogels with Integrated Mechanical Stretchability, Thermal Responsiveness, and Electrical Conductivity for Strain Sensors and Temperature Alertors","F-PNIPAAm/PANI, F-PNIPAAm, F-PNIPAAm/PANI, F-PNIPAAm/PANI, F-PNIPAAm/PANI, F-PNIPAAm/PANI","moduli, storage, tensile","Figure 2. Fracture surfaces morphology and mechanical flexibility of F-PNIPAAm/PANI hydrogels. (a) Typical SEM images of fracture surface of F-PNIPAAm hydrogels and F-PNIPAAm/PANI hydrogels. (b) Photographs of an F-PNIPAAm/PANI hydrogel strip under different deformations, including stretching, twisting, and stretching and twisting. (c) Typical tensile stress–strain curve of F-PNIPAAm/PANI hydrogel. (d) Strain-controlled dynamic frequency sweep test of storage moduli (G′) and loss moduli (G″) for F-PNIPAAm/PANI hydrogels with different feed concentrations of aniline. The temperature was 20 °C, and the strains were fixed at 1%.","=HYPERLINK(""sem/10.1021_acsami.8b02060\am-2018-02060b_0001.jpeg"",""sem/10.1021_acsami.8b02060\am-2018-02060b_0001.jpeg"")"
